"Company Name","Executive First Name","Executive Last Name","Professional Title","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","Carrier Route","Delivery Point Barcode","County","Metro Area","Neighborhood","Phone Number Combined","Fax Number Combined","Toll Free Number Combined","Website","Company Description","Primary SIC Code","Primary SIC Description","Primary SIC Ad Size","Primary SIC Year Appeared","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 2 Ad Size","SIC Code 2 Year Appeared","SIC Code 3","SIC Code 3 Description","SIC Code 3 Ad Size","SIC Code 3 Year Appeared","SIC Code 4","SIC Code 4 Description","SIC Code 4 Ad Size","SIC Code 4 Year Appeared","SIC Code 5","SIC Code 5 Description","SIC Code 5 Ad Size","SIC Code 5 Year Appeared","SIC Code 6","SIC Code 6 Description","SIC Code 6 Ad Size","SIC Code 6 Year Appeared","SIC Code 7","SIC Code 7 Description","SIC Code 7 Ad Size","SIC Code 7 Year Appeared","SIC Code 8","SIC Code 8 Description","SIC Code 8 Ad Size","SIC Code 8 Year Appeared","SIC Code 9","SIC Code 9 Description","SIC Code 9 Ad Size","SIC Code 9 Year Appeared","SIC Code 10","SIC Code 10 Description","SIC Code 10 Ad Size","SIC Code 10 Year Appeared","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Franchise Description 1","Franchise Description 2","Franchise Description 3","Franchise Description 4","Franchise Description 5","Cuisine Code","Cuisine Code Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Corporate Employee Size Range","Corporate Employee Size Actual","Corporate Sales Volume Range","Corporate Sales Volume Actual","Type of Business","Location Type","IUSA Number","Parent IUSA Number","Subsidiary IUSA Number","Foreign Parent Flag","EIN 1","EIN 2","EIN 3","Fortune 1000 Ranking","Credit Cards Accepted","Last Updated On","Years In Database","Year Established","Square Footage","Home Business","Credit Score Alpha","Government Office","Import Export Flag","Own or Lease","Firm or Individual","Monday Open","Monday Close","Tuesday Open","Tuesday Close","Wednesday Open","Wednesday Close","Thursday Open","Thursday Close","Friday Open","Friday Close","Saturday Open","Saturday Close","Sunday Open","Sunday Close","Executive First Name 1","Executive Last Name 1","Executive Title 1","Executive Gender 1","Executive First Name 2","Executive Last Name 2","Executive Title 2","Executive Gender 2","Executive First Name 3","Executive Last Name 3","Executive Title 3","Executive Gender 3","Executive First Name 4","Executive Last Name 4","Executive Title 4","Executive Gender 4","Executive First Name 5","Executive Last Name 5","Executive Title 5","Executive Gender 5","Executive First Name 6","Executive Last Name 6","Executive Title 6","Executive Gender 6","Executive First Name 7","Executive Last Name 7","Executive Title 7","Executive Gender 7","Executive First Name 8","Executive Last Name 8","Executive Title 8","Executive Gender 8","Executive First Name 9","Executive Last Name 9","Executive Title 9","Executive Gender 9","Executive First Name 10","Executive Last Name 10","Executive Title 10","Executive Gender 10","Executive First Name 11","Executive Last Name 11","Executive Title 11","Executive Gender 11","Executive First Name 12","Executive Last Name 12","Executive Title 12","Executive Gender 12","Executive First Name 13","Executive Last Name 13","Executive Title 13","Executive Gender 13","Executive First Name 14","Executive Last Name 14","Executive Title 14","Executive Gender 14","Executive First Name 15","Executive Last Name 15","Executive Title 15","Executive Gender 15","Executive First Name 16","Executive Last Name 16","Executive Title 16","Executive Gender 16","Executive First Name 17","Executive Last Name 17","Executive Title 17","Executive Gender 17","Executive First Name 18","Executive Last Name 18","Executive Title 18","Executive Gender 18","Executive First Name 19","Executive Last Name 19","Executive Title 19","Executive Gender 19","Executive First Name 20","Executive Last Name 20","Executive Title 20","Executive Gender 20","Executive First Name 21","Executive Last Name 21","Executive Title 21","Executive Gender 21","Executive First Name 22","Executive Last Name 22","Executive Title 22","Executive Gender 22","Executive First Name 23","Executive Last Name 23","Executive Title 23","Executive Gender 23","Executive First Name 24","Executive Last Name 24","Executive Title 24","Executive Gender 24","Executive First Name 25","Executive Last Name 25","Executive Title 25","Executive Gender 25","Executive First Name 26","Executive Last Name 26","Executive Title 26","Executive Gender 26","Executive First Name 27","Executive Last Name 27","Executive Title 27","Executive Gender 27","Executive First Name 28","Executive Last Name 28","Executive Title 28","Executive Gender 28","Executive First Name 29","Executive Last Name 29","Executive Title 29","Executive Gender 29","Executive First Name 30","Executive Last Name 30","Executive Title 30","Executive Gender 30","Executive First Name 31","Executive Last Name 31","Executive Title 31","Executive Gender 31","Executive First Name 32","Executive Last Name 32","Executive Title 32","Executive Gender 32","Executive First Name 33","Executive Last Name 33","Executive Title 33","Executive Gender 33","Executive First Name 34","Executive Last Name 34","Executive Title 34","Executive Gender 34","Executive First Name 35","Executive Last Name 35","Executive Title 35","Executive Gender 35","Executive First Name 36","Executive Last Name 36","Executive Title 36","Executive Gender 36","Executive First Name 37","Executive Last Name 37","Executive Title 37","Executive Gender 37","Executive First Name 38","Executive Last Name 38","Executive Title 38","Executive Gender 38","Executive First Name 39","Executive Last Name 39","Executive Title 39","Executive Gender 39","Executive First Name 40","Executive Last Name 40","Executive Title 40","Executive Gender 40","Executive First Name 41","Executive Last Name 41","Executive Title 41","Executive Gender 41","Executive First Name 42","Executive Last Name 42","Executive Title 42","Executive Gender 42","Executive First Name 43","Executive Last Name 43","Executive Title 43","Executive Gender 43","Executive First Name 44","Executive Last Name 44","Executive Title 44","Executive Gender 44","Executive First Name 45","Executive Last Name 45","Executive Title 45","Executive Gender 45","Executive First Name 46","Executive Last Name 46","Executive Title 46","Executive Gender 46","Executive First Name 47","Executive Last Name 47","Executive Title 47","Executive Gender 47","Executive First Name 48","Executive Last Name 48","Executive Title 48","Executive Gender 48","Executive First Name 49","Executive Last Name 49","Executive Title 49","Executive Gender 49","Executive First Name 50","Executive Last Name 50","Executive Title 50","Executive Gender 50","Ticker Symbol","Stock Exchange","Accounting Expenses","Advertising  Expenses","Computer Expenses","Contract Labor Expenses","Insurance Expenses","Legal Expenses","Office Supplies Expense","Management/Administration Expenses","Package Container Expense","Payroll and Benefits Expenses","Purchase Print Expenses","Rent Expenses","Telcom Expenses","Utilities Expenses","Mailing Address","Mailing City","Mailing State","Mailing Zip Code","Mailing Zip Four","Mailing Carrier Route","Mailing Delivery Point Bar Code","Twitter","Linked-In","Facebook","Franchise/Specialty Code 2.0","Franchise/Specialty Code 2.1","Franchise/Specialty Code 3.0","Franchise/Specialty Code 3.1","Franchise/Specialty Code 4.0","Franchise/Specialty Code 4.1","Franchise/Specialty Code 5.0","Franchise/Specialty Code 5.1","Franchise/Specialty Code 6.0","Affiliated Records","Franchise/Specialty Code 6.1","Affiliated Locations","Federal Contractor","Census Block Group","Record Type"
"Burger King","Jen","Calia","","Site Manager","Female","1104 Sunrise Hwy","Amityville","NY","11701","2513","C007","045","Suffolk","Nw Yrk, NY-NJ-PA","North Amityville","(631) 842-6122","6318428939","","Bk.Com","Burger King IN N Amityville, NY Home Of The Whopper Sandwich, Is Known For Fast Food Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","Bold","1991","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","20 to 49","00021","$1-2.5 Million","$1,180,000","","000000","","$0","Private","Branch","44-309-3158","422011576","441353463","","","","","0000","123ADMV","202011","30","","2,500 - 4,999","No","A","0","","","2","0700","2200","0700","2200","0700","2200","0700","2200","0700","2200","0700","2200","0700","2200","Jen","Calia","Site Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$20,000 to $50,000","$5,000 to $10,000","$10,000 to $25,000","$250,000 to $500,000","$1,000 to $2,500","$10,000 to $25,000","$2,000 to $5,000","$2,000 to $5,000","","","","","","","","http://www.twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/364717676974817","","","","","","","","","","000000","","000000","No","1","Verified"
"Burger King","","","","","","3310 21st St","Astoria","NY","11106","4239","C020","102","Queens","Nw Yrk, NY-NJ-PA","Astoria","(917) 745-0149","","","Bk.Com","Burger King IN Astoria, NY Home Of The Whopper Sandwich, Is Known For Fast Food Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","Regular","2014","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","20 to 49","00025","$1-2.5 Million","$1,186,000","","000000","","$0","Private","Branch","70-607-0480","422011576","441353463","","","","","0000","123ADMV","202011","7","","2,500 - 4,999","No","B+","0","","","2","0800","2100","0800","2100","0800","2100","0800","2100","0800","2100","0800","2100","0800","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$20,000 to $50,000","$5,000 to $10,000","$10,000 to $25,000","$250,000 to $500,000","$1,000 to $2,500","$50,000 to $100,000","$2,000 to $5,000","$25,000 to $50,000","","","","","","","","http://www.twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/1647258228826299","","","","","","","","","","000000","","000000","No","1","Verified"
"Burger King","Maria","Garcia","","Manager","Female","3310 Astoria Blvd","Astoria","NY","11103","4412","C015","102","Queens","Nw Yrk, NY-NJ-PA","Astoria","(718) 626-5632","7186265632","","Bk.Com","Burger King IN Astoria, NY Home Of The Whopper[?] Sandwich, Is Known For Fast Food, Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","Bold","1997","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","20 to 49","00025","$1-2.5 Million","$1,186,000","","000000","","$0","Private","Branch","95-022-2885","422011576","441353463","","","","","0000","123ADMV","202011","24","","2,500 - 4,999","No","A","0","","","2","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Maria","Garcia","Manager","Female","Jenny","Quinoces","Site Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$20,000 to $50,000","$5,000 to $10,000","$10,000 to $25,000","$250,000 to $500,000","$1,000 to $2,500","$10,000 to $25,000","$2,000 to $5,000","$2,000 to $5,000","","","","","","","","http://www.twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/438941086283931","","","","","","","","","","000000","","000000","No","2","Verified"
"Burger King","Jean","Zoummarieh","","Site Manager","Female","335 E Main St","Bay Shore","NY","11706","8410","C073","354","Suffolk","Nw Yrk, NY-NJ-PA","Bay Shore","(631) 665-9269","6316659425","","Bk.Com","Burger King IN Bay Shore, NY Home Of The Whopper[?] Sandwich, Is Known For Fast Food, Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","Bold","1984","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","20 to 49","00025","$1-2.5 Million","$1,405,000","","000000","","$0","Private","Branch","11-575-5365","422011576","441353463","","","","","0000","123ADMV","202011","37","","2,500 - 4,999","No","A","0","","","2","0600","2200","0600","2200","0600","2200","0600","2200","0600","2200","0600","2200","0600","2200","Jean","Zoummarieh","Site Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$20,000 to $50,000","$5,000 to $10,000","$10,000 to $25,000","$250,000 to $500,000","$1,000 to $2,500","$10,000 to $25,000","$2,000 to $5,000","$2,000 to $5,000","","","","","","","","http://www.twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/burgerking","","","","","","","","","","000000","","000000","No","2","Verified"
"Burger King","Johan","Hiraldo","","Site Manager","Male","22210 Northern Blvd","Bayside","NY","11361","3640","C027","104","Queens","Nw Yrk, NY-NJ-PA","Bayside","(718) 225-1695","7182251695","","Bk.Com","Burger King IN Bayside, NY Home Of The Whopper Sandwich, Is Known For Fast Food Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","Bold","1984","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","20 to 49","00035","$1-2.5 Million","$1,660,000","","000000","","$0","Private","Branch","11-521-1161","422011576","441353463","","","","","0000","123ADMV","202011","37","","2,500 - 4,999","No","A","0","","Own","2","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Open 24 Hours","Johan","Hiraldo","Site Manager","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$2,500 to $5,000","$1,000 to $10,000","$25,000 to $50,000","$1,000 to $2,500","$20,000 to $50,000","$10,000 to $25,000","$10,000 to $25,000","$250,000 to $500,000","$1,000 to $2,500","$50,000 to $100,000","$2,000 to $5,000","$25,000 to $50,000","","","","","","","","http://www.twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/470213159699660","","","","","","","","","","000000","","000000","No","2","Verified"
"Burger King","Jasmine","Zelaya","","Site Manager","Female","4201 Hempstead Tpke","Bethpage","NY","11714","5701","C010","012","Nassau","Nw Yrk, NY-NJ-PA","Plainedge","(516) 731-3294","5167313294","","Bk.Com","Burger King IN Bethpage, NY Home Of The Whopper[?] Sandwich, Is Known For Fast Food, Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","Bold","1984","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","20 to 49","00024","$1-2.5 Million","$1,357,000","","000000","","$0","Private","Branch","11-578-2443","422011576","441353463","","","","","0000","123ADMV","202011","37","","2,500 - 4,999","No","A","0","","Unknown","2","0630","2200","0630","2200","0630","2200","0630","2200","0630","2200","0630","2200","0730","2200","Jasmine","Zelaya","Site Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$20,000 to $50,000","$5,000 to $10,000","$10,000 to $25,000","$250,000 to $500,000","$1,000 to $2,500","$10,000 to $25,000","$2,000 to $5,000","$2,000 to $5,000","","","","","","","","http://www.twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/339428839492545","","","","","","","","","","000000","","000000","No","1","Verified"
"Burger King","Yolanda","Bearz","","Manager","Female","32 Montauk Hwy","Blue Point","NY","11715","1139","C005","326","Suffolk","Nw Yrk, NY-NJ-PA","Blue Point","(631) 363-6626","6313636626","","Bk.Com","Burger King IN Blue Point, NY Home Of The Whopper[?] Sandwich, Is Known For Fast Food, Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","Bold","1984","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","10 to 19","00016","$500,000-1 Million","$899,000","","000000","","$0","Private","Branch","11-578-7038","422011576","441353463","","","","","0000","123ADMV","202011","37","","2,500 - 4,999","No","A","0","","","2","0700","2200","0700","2200","0700","2200","0700","2200","0700","2200","0700","2200","0700","2200","Yolanda","Bearz","Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,000 to $2,500","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$10,000 to $20,000","$5,000 to $10,000","$5,000 to $10,000","$250,000 to $500,000","$500 to $1,000","$10,000 to $25,000","$2,000 to $5,000","$2,000 to $5,000","","","","","","","","http://www.twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/673372886123997","","","","","","","","","","000000","","000000","No","1","Verified"
"Burger King","Yolanda","Velez","","Manager","Female","5141 Sunrise Hwy","Bohemia","NY","11716","4615","C011","413","Suffolk","Nw Yrk, NY-NJ-PA","Bohemia","(631) 567-7495","6315677487","","Bk.Com","Burger King IN Bohemia, NY Home Of The Whopper[?] Sandwich, Is Known For Fast Food, Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","","2001","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","20 to 49","00027","$1-2.5 Million","$1,517,000","","000000","","$0","Private","Branch","58-069-2291","422011576","441353463","","","","","0000","123ADMV","202011","20","","2,500 - 4,999","No","A","0","","","2","0700","2200","0700","2200","0700","2200","0700","2200","0700","0100","0700","0100","0700","2200","Yolanda","Velez","Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$20,000 to $50,000","$10,000 to $25,000","$10,000 to $25,000","$250,000 to $500,000","$1,000 to $2,500","$50,000 to $100,000","$2,000 to $5,000","$5,000 to $10,000","","Bohemia","NY","11716","","","","http://www.twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/655000224628707","","","","","","","","","","000000","","000000","No","2","Verified"
"Burger King","Tom","Brennan","","Owner","Male","1519 Route 22","Brewster","NY","10509","4009","R014","192","Putnam","Nw Yrk, NY-NJ-PA","","(845) 278-2502","","","Bk.Com","","581208","Restaurants","Regular","1988","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","10 to 19","00018","$500,000-1 Million","$958,000","","000000","","$0","Private","Branch","87-985-5211","422011576","441353463","","","","","0000","13ADMV","202011","33","","2,500 - 4,999","No","A","0","","Own","2","0700","2300","0700","2300","0700","2300","0700","2300","0700","2300","0700","2300","0700","2300","Tom","Brennan","Owner","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$10,000 to $20,000","$5,000 to $10,000","$5,000 to $10,000","$250,000 to $500,000","$500 to $1,000","Less than $10,000","$2,000 to $5,000","Less than $2,000","","Brewster","NY","10509","","","","http://twitter.com/burgerking","","","","","","","","","","","","000000","","000000","No","2","Verified"
"Burger King","","","","","","Route 22","Brewster","NY","10509","","","","Putnam","Nw Yrk, NY-NJ-PA","","(914) 493-8628","","","Bk.Com","Burger King IN Brewster, NY Home Of The Whopper[?] Sandwich, Is Known For Fast Food, Burgers, Breakfast, Lunch And Dinner.","581208","Restaurants","","2011","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","Burger King","Burger King","","","","e","BURGERS","20 to 49","00025","$1-2.5 Million","$1,331,000","","000000","","$0","Private","Branch","41-520-5034","422011576","441353463","","","","","0000","123ADMV","202002","10","","2,500 - 4,999","No","A","0","","","2","0700","2300","0700","2300","0700","2300","0700","2300","0700","2300","0700","2300","0700","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$20,000 to $50,000","$1,000 to $2,500","$1,000 to $10,000","$10,000 to $25,000","$1,000 to $2,500","$20,000 to $50,000","$5,000 to $10,000","$10,000 to $25,000","$250,000 to $500,000","$1,000 to $2,500","$10,000 to $25,000","$2,000 to $5,000","$2,000 to $5,000","","Brewster","NY","10509","","","","http://twitter.com/burgerking","http://www.linkedin.com/company/burger-king","http://www.facebook.com/burger-king-676561042487631","","","","","","","","","","000000","","000000","No","2","Verified"
